M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
4.301,3.38,2.455,6.787,4.848,5.548,7.118,6.265,5.601,5.057,4.647,2.978,6.652,6.379,2.985,7.511,2.919,6.043,4.477,4.707,4.614,4.919,2.535,3.925
5.309,4.299,5.744,2.101,6.273,4.214,3.913,5.42,5.243,2.627,4.619,3.397,6.458,5.542,4.931,5.07,4.104,6.689,6.883,4.782,2.434,6.375,7.484,3.966
4.282,4.183,2.882,6.427,4.561,2.702,2.022,5.099,4.555,4.614,5.448,4.369,5.939,1.505,7.144,8.079,2.718,1.104,6.34,4.66,6.459,4.452,6.606,5.391
6.543,4.021,4.833,2.933,3.885,4.341,5.267,5.053,4.4,4.274,6.73,3.102,3.675,6.516,3.592,5.126,5.122,4.611,5.745,6.12,8.823,1.963,5.785,6.135
3.95,4.51,3.276,5.728,5.136,3.977,4.565,5.38,4.475,1.248,5.508,5.061,4.838,3.047,5.722,2.455,7.76,5.778,2.831,6.693,7.044,3.794,5.018,1.411
3.999,4.233,4.96,4.848,3.443,2.83,6.115,5.01,3.248,4.163,2.582,3.702,5.628,6.624,6.355,7.665,3.264,2.909,5.025,6.687,4.34,9.245,4.458,5.466
5.088,5.384,4.485,2.431,3.255,3.717,5.646,2.548,3.771,3.369,3.874,5.215,2.161,5.061,7.226,8.076,7.731,7.544,7.346,4.031,3.921,4.73,6.149,6.812
2.818,5.534,5.597,3.193,5.968,5.635,3.824,7.212,5.283,4.99,5.433,2.595,8.319,7.985,5.672,4.726,5.769,7.668,6.144,8.716,5.894,5.763,7.039,4.584
7.287,3.07,5.513,1.948,6.361,3.646,1.733,4.523,4.511,6.796,7.669,5.744,6.08,5.199,6.017,8.508,4.769,6.0,4.373,6.273,6.28,4.608,4.104,5.479
4.0,3.18,4.965,4.361,5.737,6.573,7.153,4.052,3.627,5.203,7.392,3.696,6.031,8.177,5.201,4.211,4.406,7.651,3.335,3.941,8.425,3.712,3.502,7.114
2.524,4.72,5.592,5.034,2.882,2.909,5.888,3.018,3.721,4.002,6.132,4.301,8.041,7.305,6.482,5.263,6.257,5.738,5.902,6.71,5.305,8.052,3.694,8.928
5.767,2.761,5.91,4.274,4.848,1.518,2.271,6.887,3.622,5.712,2.094,5.56,7.965,5.804,4.995,7.195,7.542,5.008,5.269,3.16,3.855,7.12,8.766,7.465
3.804,3.949,3.372,3.88,4.41,3.457,2.571,4.499,5.032,3.406,3.778,4.788,4.922,3.248,5.917,3.273,6.056,5.824,6.827,5.91,7.643,6.202,2.733,4.935
5.075,6.438,4.328,6.26,2.384,5.05,3.075,6.389,1.992,3.41,5.986,3.625,6.919,8.078,6.114,6.795,6.903,4.361,6.095,7.988,3.295,2.459,4.376,5.299
4.19,6.111,5.106,2.793,4.212,5.362,4.321,4.721,5.61,5.022,1.187,2.501,5.555,7.196,5.398,2.696,7.072,7.555,7.49,8.871,6.088,4.272,5.425,7.548
4.258,5.771,5.094,3.672,3.157,5.094,2.95,2.775,4.993,7.001,6.128,6.471,7.173,5.771,4.309,5.848,6.639,5.307,5.904,5.531,7.101,8.148,6.091,3.58
3.375,2.334,5.051,6.998,3.26,3.787,5.072,1.352,4.742,5.022,2.891,5.711,7.558,7.739,5.0,5.766,4.771,5.525,4.469,4.752,6.008,3.995,5.805,3.918
