M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
74.87,72.24,75.64,70.47,82.99,70.66,73.04,83.78,70.23,65.36,73.04,75.18,81.68,90.95,76.13,97.18,75.34,89.21,87.96,92.43,82.83,80.76,90.94,61.11
72.83,54.64,81.45,68.17,82.62,75.13,74.37,77.9,78.36,75.95,71.27,66.68,83.46,82.65,96.99,78.12,89.51,106.96,79.58,86.59,76.77,87.11,105.96,74.99
76.86,70.31,70.69,71.18,58.7,69.85,80.67,76.13,78.91,70.56,87.5,58.98,75.58,74.77,97.62,103.68,98.89,87.49,103.46,77.87,92.59,90.83,100.64,72.88
71.51,69.15,83.39,80.14,69.94,69.79,83.27,74.51,65.26,71.03,63.79,63.48,74.48,82.51,98.79,98.28,87.53,92.52,76.15,81.95,77.43,68.96,77.62,98.81
66.98,64.49,71.82,76.72,57.84,72.44,80.43,78.47,88.75,81.44,89.24,73.72,72.58,79.34,71.16,101.36,86.41,90.11,102.31,93.1,102.94,87.29,71.35,78.83
72.04,67.91,65.16,72.18,75.43,83.4,79.65,64.34,75.68,82.16,85.74,74.32,97.01,73.82,86.28,96.31,85.37,76.41,102.21,95.32,93.18,84.35,87.25,70.86
69.77,75.18,67.57,77.5,75.01,87.09,69.63,84.8,78.94,62.38,66.99,61.34,78.51,88.56,82.4,81.69,94.21,91.47,82.72,100.8,70.27,89.21,100.0,87.68
63.99,67.6,71.72,57.82,85.15,75.0,69.25,61.0,78.95,77.24,71.68,67.14,83.65,70.95,94.23,93.97,96.88,109.39,96.36,93.51,95.8,77.88,70.32,79.71
65.94,60.9,88.81,60.02,71.3,68.33,91.33,66.79,67.39,68.76,69.75,65.99,82.45,81.31,84.34,93.83,98.63,107.41,89.14,89.01,91.63,83.56,89.53,81.47
69.43,57.51,74.05,63.78,86.1,70.49,78.44,85.37,53.45,68.42,53.68,66.95,80.3,90.77,91.44,87.49,88.9,70.59,106.35,96.12,85.21,96.23,98.77,75.95
51.71,80.78,65.0,78.48,81.92,78.41,79.0,56.54,76.2,68.29,66.01,67.59,63.37,74.09,92.61,87.21,81.45,116.94,93.82,83.56,90.0,81.28,83.01,81.74
71.97,55.54,72.93,71.92,77.97,85.2,84.17,85.43,89.27,80.24,62.3,72.49,95.48,67.99,66.23,76.77,108.21,101.47,87.55,98.4,78.75,92.71,77.3,92.84
76.34,68.07,74.58,66.55,71.27,77.36,71.55,88.44,72.72,70.73,70.08,65.75,53.68,94.9,75.8,78.64,87.31,103.52,84.11,95.76,104.0,88.52,92.93,66.55
72.53,58.95,53.57,70.65,65.71,68.82,73.94,84.21,67.84,79.6,63.2,66.84,93.61,96.44,79.35,96.95,93.71,106.73,95.85,103.13,88.65,89.87,73.68,82.53
77.34,93.88,64.13,81.97,79.78,79.91,77.1,77.55,72.63,87.38,61.11,66.73,78.42,84.07,71.02,74.95,77.23,112.72,98.6,114.5,69.96,87.87,94.63,94.04
76.95,68.69,74.67,60.66,65.61,93.78,80.91,77.56,86.42,75.85,69.65,68.46,97.7,65.66,75.8,99.05,84.74,89.75,99.2,78.3,70.18,70.97,94.88,91.4
81.11,73.09,67.26,82.52,68.21,73.48,84.23,92.64,70.12,74.49,61.27,66.28,90.56,87.07,88.6,83.12,96.46,89.05,98.05,81.23,93.61,90.16,91.84,81.41
66.52,61.38,64.29,80.47,84.29,76.36,70.05,59.01,91.62,69.39,79.57,59.6,66.44,90.16,97.82,81.42,96.1,91.42,97.84,67.84,91.26,99.93,81.37,93.93
78.45,65.58,77.35,73.55,59.97,80.46,75.52,70.5,76.93,72.68,78.75,63.99,85.78,82.86,77.07,93.9,85.88,82.91,82.18,93.37,104.68,89.73,91.69,76.54
76.5,81.74,70.6,63.21,68.11,65.67,59.27,76.76,79.86,69.96,61.58,70.99,76.51,98.11,81.9,88.08,80.07,108.57,100.1,87.46,100.86,73.54,69.66,75.99
