M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
58.1,34.1,30.1,20.8,42.6,40.6,34.8,23.8,44.6,18.0,40.7,30.4,43.4,48.3,41.7,27.4,41.9,45.5,40.6,47.0,46.0,29.8,43.4,29.7
34.8,32.3,39.1,29.6,43.8,35.5,48.4,47.0,30.3,52.9,57.7,43.8,48.0,50.6,39.3,54.4,33.6,41.4,38.1,38.7,52.0,39.0,54.0,46.0
41.0,46.6,33.2,31.9,28.8,44.6,29.4,31.8,32.4,31.2,30.0,38.2,40.1,39.9,47.3,50.6,50.4,24.2,42.2,35.5,22.1,47.3,29.4,29.6
43.9,31.0,32.2,44.0,18.0,37.1,33.6,36.4,39.1,29.4,33.8,37.7,52.7,35.2,28.6,47.1,51.2,53.2,42.3,38.5,36.5,39.7,32.0,51.1
34.2,25.6,28.1,32.5,39.9,18.0,38.7,37.6,26.0,32.0,30.2,34.3,34.1,37.2,46.7,33.5,51.8,40.4,47.8,48.8,43.7,24.6,49.5,45.4
27.5,32.8,41.9,44.2,33.5,21.1,18.0,30.5,56.6,49.2,23.5,35.6,37.4,40.8,34.8,40.8,23.5,61.4,35.8,43.1,33.4,48.7,38.2,48.9
30.4,37.6,41.1,23.5,41.7,47.5,36.1,31.1,36.3,31.5,53.0,24.5,31.5,18.2,48.6,26.3,45.3,39.1,18.2,49.1,37.3,19.2,28.2,37.2
30.9,34.5,21.3,30.8,22.8,39.5,40.9,31.0,41.9,36.4,38.6,21.8,37.7,47.6,34.2,45.8,28.2,27.5,44.8,60.5,48.3,33.3,40.4,43.7
37.4,29.5,41.9,22.0,32.8,35.4,38.0,40.8,56.3,51.6,35.0,40.9,41.8,53.5,36.2,29.0,56.0,29.4,36.0,42.8,41.6,45.7,40.3,38.3
43.1,47.2,49.2,42.4,51.5,24.8,35.0,23.6,34.1,38.1,37.2,38.6,45.0,34.1,33.0,40.8,38.1,35.4,58.8,36.8,28.5,35.6,44.4,35.0
26.0,25.8,34.0,33.3,22.3,35.3,25.6,39.5,35.5,43.7,35.8,41.9,40.2,36.3,24.9,52.1,29.4,55.9,33.8,37.3,38.6,40.9,45.6,30.2
38.7,28.5,31.6,45.6,29.7,52.7,30.8,31.4,31.8,36.3,38.0,43.8,43.5,38.1,40.8,31.3,46.2,38.4,43.1,31.7,37.6,33.9,27.1,38.2
20.7,18.0,47.6,32.9,27.3,21.1,20.7,49.3,26.4,37.2,43.4,31.3,40.7,39.1,31.6,32.7,41.3,24.2,46.3,38.1,34.0,42.6,43.3,48.8
27.0,20.1,29.7,31.0,26.1,32.3,46.0,28.2,28.3,33.9,40.6,34.3,31.5,39.4,26.7,33.5,42.0,48.9,45.8,38.6,35.1,25.9,32.3,22.7
18.0,37.8,30.1,38.4,38.2,34.1,37.1,38.5,26.4,22.2,46.5,35.0,40.3,41.7,33.1,43.4,40.8,45.8,36.2,30.1,52.4,30.8,45.4,38.9
44.5,35.2,23.9,42.3,28.5,39.3,41.3,36.0,32.5,36.6,39.0,25.6,33.7,21.0,45.2,36.0,27.7,40.6,40.3,50.0,41.4,50.2,45.9,46.1
31.2,45.8,35.2,31.5,36.2,21.4,46.1,40.7,32.4,37.7,40.1,31.0,40.9,34.3,35.8,49.5,41.8,25.0,33.4,33.3,45.4,27.5,41.2,34.2
45.9,29.5,37.1,33.4,42.8,31.4,31.2,27.7,27.9,30.0,47.7,40.0,30.5,52.6,51.6,47.6,35.7,27.2,41.0,39.7,38.1,42.3,31.0,48.6
27.3,30.7,26.8,21.2,36.7,28.8,26.0,37.0,45.2,34.8,48.5,42.1,39.7,46.4,33.7,39.9,45.1,32.0,48.2,45.2,57.4,27.8,46.1,33.7
41.1,36.6,21.1,29.8,39.8,40.0,31.4,27.6,41.1,44.0,45.4,36.1,38.4,43.1,33.8,46.4,43.3,45.9,56.7,42.8,37.3,42.3,38.6,52.0
