M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
4.572,3.973,4.406,6.306,4.008,4.204,3.207,3.438,4.731,5.518,3.72,4.95,5.068,5.802,7.521,4.792,8.42,5.557,6.126,8.381,6.621,5.799,7.412,7.042
4.684,4.784,4.263,4.663,4.14,2.048,3.864,4.105,5.715,3.392,3.847,7.432,3.203,6.145,5.371,8.349,5.692,6.79,6.368,6.859,4.399,6.324,5.603,3.21
3.692,4.763,0.754,6.604,3.046,2.24,6.72,4.194,3.779,5.943,6.069,2.05,4.984,5.057,9.054,5.468,6.471,9.839,6.084,6.25,6.471,8.059,6.551,7.544
3.302,6.033,4.579,2.626,2.842,5.744,5.42,5.199,4.19,6.705,3.461,3.453,5.625,4.134,4.143,5.817,5.7,6.616,6.421,7.528,6.647,5.688,4.797,5.741
5.04,5.792,2.41,3.974,4.144,4.26,5.454,4.12,4.491,2.411,3.401,5.949,5.922,4.975,4.08,5.273,4.964,6.649,6.381,5.394,5.803,7.729,7.926,8.273
0.589,3.841,6.594,3.405,4.763,4.551,4.627,6.912,3.57,3.319,7.594,5.907,5.604,5.085,3.49,10.0,6.193,5.383,7.801,2.234,6.739,4.435,7.787,4.517
1.716,4.302,6.6,6.508,5.438,6.503,4.73,4.45,9.108,4.705,3.417,6.324,5.939,4.13,5.189,5.801,6.879,7.74,7.564,7.551,9.875,6.833,7.602,7.628
2.508,5.457,4.228,4.469,3.834,4.602,2.199,4.655,4.613,4.355,4.327,3.766,0.942,9.127,6.982,7.88,5.791,7.388,6.38,7.008,4.855,6.011,5.092,6.967
4.893,2.879,1.68,2.646,5.236,5.64,5.082,6.001,3.602,4.903,4.555,6.676,6.972,8.037,6.815,6.253,7.121,6.302,5.767,6.011,10.0,8.747,9.568,3.338
3.933,5.225,4.123,4.077,5.405,3.174,4.758,4.518,6.928,3.923,7.309,4.419,6.47,5.458,5.15,7.193,6.647,7.259,5.662,6.752,9.335,8.245,7.655,9.053
5.019,3.049,6.789,5.848,4.171,2.76,5.372,4.514,8.432,5.368,3.982,5.241,7.585,6.626,6.465,8.272,7.33,7.547,6.466,4.0,6.051,8.15,4.662,4.446
