M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
36.0,32.5,42.4,39.6,27.6,38.9,36.4,24.7,41.6,34.3,33.1,23.9,38.3,44.1,40.9,39.0,36.7,32.0,48.4,46.2,35.7,44.4,62.5,34.0
34.2,41.5,31.9,37.4,19.4,20.8,26.3,30.8,34.7,26.8,40.0,35.5,38.5,43.7,48.8,51.9,28.9,46.1,39.7,18.0,45.4,38.6,38.2,40.9
31.4,54.3,38.3,27.2,23.9,45.5,36.5,38.7,26.4,36.6,19.9,18.1,29.8,35.2,39.1,34.5,31.8,49.9,36.6,30.2,45.6,39.3,36.2,22.4
37.5,19.4,28.9,28.7,38.7,26.3,41.6,34.6,34.5,28.7,26.4,31.5,52.8,36.7,50.7,52.7,49.9,24.5,59.3,31.5,53.1,28.2,52.2,52.1
37.1,31.3,45.1,42.8,29.7,24.1,37.9,43.3,35.3,32.7,42.0,47.0,38.9,40.8,45.7,28.6,27.3,56.3,43.4,34.3,46.6,30.4,47.7,47.0
34.9,54.3,30.0,45.1,33.1,25.7,35.3,37.8,25.0,37.1,29.6,24.9,43.0,45.7,43.8,36.2,50.9,40.8,52.7,46.4,35.4,39.2,46.9,46.7
24.4,41.5,41.1,25.3,31.7,34.5,46.7,34.9,37.6,44.9,37.3,40.4,36.8,51.0,45.0,53.5,40.1,38.7,46.3,38.4,54.2,36.0,37.7,36.1
18.9,37.1,18.4,34.7,26.7,42.0,37.5,28.1,41.0,36.5,39.4,27.8,45.8,47.4,45.3,33.3,61.7,43.8,55.6,46.7,35.4,42.6,41.7,45.9
24.4,38.7,44.7,53.7,31.2,41.0,31.5,29.6,30.0,18.0,42.1,39.9,41.5,46.4,44.9,31.0,38.3,28.6,34.5,34.6,47.6,35.3,40.9,26.4
47.1,28.0,29.2,33.6,45.7,43.2,37.1,39.1,36.3,45.8,33.1,41.6,42.6,43.3,52.4,35.3,35.8,36.3,43.8,38.1,41.7,43.9,55.5,39.8
38.3,25.2,42.7,32.2,30.5,31.3,47.6,38.5,38.4,26.2,35.8,38.7,41.0,42.1,24.7,43.3,45.7,34.7,30.1,54.9,39.6,36.0,46.2,51.1
35.9,38.8,38.2,39.5,36.2,44.4,28.6,21.5,20.2,40.9,34.6,31.8,42.1,39.0,28.6,27.4,32.7,48.7,35.2,28.5,39.5,57.1,38.9,37.7
30.9,29.5,43.2,33.0,32.7,41.1,46.2,41.1,29.3,38.4,31.9,50.2,52.4,45.7,39.6,31.7,26.2,49.4,47.3,42.9,39.2,41.9,26.6,53.7
