M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
7.04,16.12,13.69,16.37,16.34,23.45,23.95,24.1,18.06,18.41,13.7,10.47,11.11,18.16,19.25,21.92,23.3,25.83,22.82,24.14,20.92,18.97,16.92,13.58
10.65,14.82,15.36,20.51,23.44,20.38,15.5,23.28,22.02,13.92,17.6,8.84,12.56,18.72,15.07,23.91,23.09,25.54,26.81,22.69,23.45,21.51,17.63,9.86
10.91,12.03,17.79,17.51,19.55,22.81,22.09,21.79,17.71,17.33,14.46,10.91,12.91,13.67,20.69,20.82,26.17,24.08,23.6,25.45,23.07,16.12,18.36,14.98
8.25,11.31,11.53,18.79,18.2,20.67,18.0,21.68,20.87,18.9,9.03,10.73,10.66,14.49,18.89,23.97,24.58,26.9,23.43,24.79,24.32,20.85,13.33,14.02
6.74,15.71,16.75,19.13,22.71,23.71,23.1,21.22,21.72,17.68,13.54,12.7,16.27,15.41,22.88,22.46,24.02,24.13,24.45,24.82,24.14,16.91,13.92,13.72
6.63,12.57,16.22,19.43,23.57,19.47,25.58,19.46,18.9,17.65,12.68,8.24,12.96,18.69,23.75,21.95,21.78,24.3,24.88,22.02,22.24,19.67,15.32,10.81
9.8,10.45,14.97,17.04,20.64,18.77,22.5,22.27,18.91,17.71,12.57,11.59,15.87,16.46,19.23,21.3,24.6,23.52,24.14,22.68,22.08,15.78,17.71,12.16
8.9,12.16,19.52,19.26,23.81,20.06,18.2,21.02,18.27,15.56,12.39,9.42,15.51,14.21,20.85,19.75,20.47,25.07,24.87,20.64,22.79,18.71,18.64,12.82
7.34,13.24,17.01,18.87,20.25,22.42,16.68,20.41,16.22,18.01,12.75,5.31,11.29,14.41,19.62,19.01,22.06,23.6,25.18,23.31,21.84,21.09,15.0,13.24
13.31,11.82,18.32,17.11,17.89,24.27,20.29,20.98,18.37,15.83,15.06,8.97,13.22,18.9,21.21,20.81,24.13,25.1,30.74,21.38,25.42,18.72,10.43,15.87
11.48,14.84,15.19,19.88,21.38,22.14,21.09,21.77,19.68,13.71,13.79,8.49,10.54,16.93,17.43,18.91,22.69,21.5,25.23,23.87,23.64,18.4,20.37,8.29
