M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
85.26,99.25,88.89,81.55,84.59,79.35,63.94,66.41,70.48,95.29,101.41,89.7,114.57,105.7,89.44,88.66,112.83,98.6,99.1,81.11,98.79,86.76,104.38,103.88
94.51,92.2,77.62,90.41,78.94,68.39,69.36,72.15,73.99,68.95,92.46,81.89,92.21,104.51,124.4,98.29,87.54,97.96,74.52,87.0,105.52,100.29,95.14,103.69
79.44,91.41,81.16,70.16,72.23,71.2,62.32,81.0,70.25,90.39,88.06,88.61,110.46,117.0,77.27,114.37,97.25,79.44,99.02,92.13,78.21,99.62,94.31,102.92
91.46,71.48,82.13,75.32,69.82,80.48,59.21,81.81,79.72,76.89,101.89,87.52,110.16,96.61,84.86,95.61,80.08,92.82,71.88,85.66,100.77,100.75,111.13,105.36
84.38,95.75,97.0,70.4,57.86,84.47,83.73,61.88,81.07,87.13,81.39,78.35,117.81,102.38,84.64,94.24,76.44,56.76,113.74,88.52,88.59,106.22,106.83,112.8
99.89,84.96,83.96,84.26,73.15,59.38,78.55,78.45,75.26,87.59,78.26,74.12,114.08,122.01,105.82,95.86,99.69,80.05,64.82,111.47,87.93,83.93,95.88,105.6
88.79,84.08,69.5,62.57,69.92,74.31,65.92,68.37,69.16,65.52,88.41,75.5,107.56,105.78,99.56,85.66,89.44,73.52,80.8,75.97,68.27,120.78,75.08,91.6
80.74,90.61,84.53,81.25,77.3,79.85,63.91,68.37,77.2,68.6,86.79,102.2,99.71,105.66,105.49,100.16,89.24,104.69,73.38,78.69,88.28,100.67,86.88,106.59
87.82,104.28,77.32,75.92,76.11,66.46,81.41,76.15,85.26,84.8,92.35,80.26,94.01,105.35,88.14,113.87,105.14,84.67,72.79,97.28,118.04,99.12,100.67,100.82
90.56,89.44,81.82,88.96,81.27,66.09,64.86,68.52,65.8,81.37,98.43,80.65,114.06,97.61,86.81,100.25,69.33,91.28,90.17,59.21,100.53,107.42,101.83,115.38
101.87,92.06,92.71,72.56,96.73,85.4,57.64,63.82,67.64,78.39,87.36,80.51,91.44,87.62,89.83,98.44,95.24,83.69,72.85,69.17,101.49,116.52,96.73,84.13
93.21,108.82,90.0,79.13,66.82,69.2,81.96,82.71,72.36,77.15,73.17,85.59,96.13,109.89,100.4,85.07,90.06,79.72,69.82,85.96,111.61,84.74,92.75,93.91
78.23,97.52,73.11,81.61,81.43,82.84,62.44,61.81,63.42,85.72,79.08,95.76,90.84,112.3,98.44,100.74,111.7,81.23,83.04,99.52,80.04,101.66,95.54,91.86
98.17,83.9,106.62,77.0,88.94,74.45,88.05,70.26,80.53,70.27,85.82,98.15,105.17,102.02,108.2,93.85,101.53,79.45,84.08,51.9,86.18,91.45,89.64,103.28
86.11,94.03,84.29,74.1,87.49,80.33,87.61,71.33,71.82,84.25,77.94,95.23,111.89,107.18,88.53,114.66,96.72,84.25,60.38,79.34,72.32,101.18,109.32,111.29
91.49,87.29,83.23,68.74,67.13,80.63,57.33,58.63,69.76,79.44,78.37,100.37,124.15,115.9,119.08,118.01,89.13,66.42,80.67,87.07,98.35,77.3,113.66,97.95
85.77,92.66,99.08,78.58,74.99,66.9,60.65,57.71,72.64,81.42,89.18,90.9,134.74,97.17,84.59,92.66,109.11,86.46,77.47,86.72,76.97,84.25,108.05,64.67
104.74,82.35,56.03,78.14,64.01,63.19,59.32,75.89,83.21,77.02,71.31,79.33,114.81,88.15,86.69,121.1,88.81,89.99,75.85,92.62,79.99,82.56,84.46,114.77
86.86,94.32,85.43,83.89,79.89,65.42,76.02,84.63,59.74,85.2,92.43,87.94,98.51,107.04,101.94,96.67,78.34,89.54,69.64,97.56,91.31,98.34,93.04,106.3
