M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
4.3656,5.28,5.4204,6.0509,8.6735,8.1874,10.6947,10.4634,11.6076,15.787,16.0235,19.9501,9.7083,9.8841,17.1703,10.6423,12.3742,9.5635,6.5968,7.2835,6.8108,6.2385,5.4828,4.2828
4.1599,5.454,5.4428,6.6631,4.8118,9.0111,7.3055,10.7231,10.4074,13.2185,11.7206,14.3211,16.4252,8.9688,12.0632,9.0599,12.0839,14.7632,8.9667,6.2656,7.0776,5.4316,5.4778,4.5952
2.569,6.0789,6.1996,4.5106,8.0301,9.1557,9.4058,11.7054,7.5048,12.6183,15.9042,14.1399,17.2618,17.9582,14.6929,11.9073,8.9442,10.0931,9.7086,6.3665,7.6826,5.9999,4.0588,4.2421
4.7288,5.2055,5.4921,4.3997,7.4582,11.666,8.4539,11.9963,15.3495,12.1204,11.0004,13.5586,15.4401,14.8261,13.5724,10.9321,11.7859,7.7432,8.0844,8.5144,8.0804,6.1337,5.4192,4.5882
5.1823,5.2767,5.1394,3.7051,8.2315,6.9199,6.0927,11.066,11.2684,9.6844,14.0469,13.2257,12.692,11.0605,8.458,14.034,6.6752,6.5852,9.2502,5.0731,4.3803,5.5723,5.4507,3.8175
4.2015,5.3698,4.786,5.7349,6.7719,8.2912,8.5113,16.4984,10.5304,15.2696,13.4815,12.6932,12.4748,12.6598,13.4711,11.2961,11.4329,13.4007,6.393,7.5021,6.7495,6.9122,5.8668,4.5549
2.6173,4.1969,5.4673,8.2168,11.6888,9.23,8.9849,6.8687,10.4024,11.8243,14.9193,12.5731,13.316,11.2461,10.9412,9.6066,10.5793,8.3371,7.4872,6.2856,5.3535,6.8685,4.578,4.4003
3.4427,5.2536,6.1961,5.7034,10.1366,9.2772,8.0096,14.5149,14.2021,17.9366,11.9957,13.6568,11.6725,18.6893,11.3237,12.6905,12.0916,8.9903,7.6441,7.5264,10.6297,5.0168,2.9589,3.9418
2.9361,4.7995,5.3963,7.8934,7.9408,10.5567,12.8337,8.9738,11.5276,8.1879,9.4369,12.8382,13.1008,15.0388,16.495,12.6777,8.2953,11.682,6.9048,8.0376,5.269,4.935,5.1299,3.6641
3.7053,5.6956,6.7338,7.5963,11.9601,8.709,10.4867,11.5578,10.6913,8.7142,11.7368,16.8785,17.4398,14.4786,10.6307,10.1863,10.8014,11.4599,9.3465,7.0898,5.9066,3.933,6.7003,3.8467
3.7961,3.8696,7.0557,6.2919,7.9512,7.1897,6.9046,13.034,11.8614,13.3272,12.8113,10.8142,12.5496,12.2625,8.6851,15.4579,13.8657,9.1384,11.3675,7.2067,5.9083,6.8206,7.1539,2.9333
4.3839,4.3233,5.6562,7.1092,5.8789,7.2176,9.6347,9.1355,15.5003,13.5815,14.5298,18.5716,14.34,13.2844,9.7968,10.2534,11.7962,9.8351,10.106,5.9542,6.1526,6.2723,4.5135,4.3921
3.6764,6.0714,4.7376,7.38,8.9957,7.8733,4.5577,8.236,15.0577,13.2604,6.6833,16.4417,14.8619,14.1476,14.4757,9.0343,7.2764,8.773,7.6199,9.7974,6.9855,5.1899,5.9272,4.0731
3.5601,6.0392,5.6548,9.9498,7.5859,9.1049,5.2665,7.7023,11.4828,15.1016,15.5921,16.4617,12.0659,18.3138,11.215,13.2395,5.7738,8.7803,8.1625,7.8242,4.3919,5.8528,5.3248,4.0919
5.3354,5.2906,6.7431,6.3894,10.2179,7.7247,8.7071,9.4815,12.4611,13.9955,12.4329,15.4886,16.4804,14.6946,12.2199,14.9857,7.2693,6.1814,6.7757,9.6832,5.3256,8.1999,4.7592,3.4037
4.4535,3.1038,4.9282,8.5713,6.3654,10.2075,8.6927,7.4868,17.583,17.0119,14.0076,16.7841,16.2829,18.0972,15.7591,10.3891,11.2922,7.4273,10.1857,5.9676,5.5741,4.3645,5.3651,5.7971
4.3395,4.15,5.5968,4.9249,7.889,9.3324,10.6225,12.5991,10.7333,11.7481,19.3002,14.2671,15.2881,10.7502,14.6395,11.9084,10.6963,5.0079,6.3917,6.4926,7.3247,8.9117,4.7302,5.5856
4.7032,5.9254,6.5381,6.2374,8.5493,12.6745,10.5932,10.4832,12.1097,13.7558,12.2708,19.1462,8.5665,16.1358,15.0176,9.816,14.7229,11.0522,6.7354,7.2924,6.3745,8.6864,5.7998,2.3437
4.0372,4.4019,5.8276,8.53,10.8837,8.4661,9.6034,9.0805,15.6195,10.1894,17.3234,15.9143,11.9082,13.4643,9.9148,8.9721,12.9175,8.1235,9.3257,6.8187,7.0881,6.2343,5.901,4.0069
5.6122,2.4146,5.6948,9.5151,8.5136,9.9835,10.7176,9.6339,10.074,13.9519,12.3836,10.9446,16.0919,15.6171,12.6665,9.2456,14.5725,10.1539,9.1275,7.5688,7.5009,5.6963,3.4325,4.195
