M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24
34.0,18.0,33.0,31.0,34.0,31.0,31.0,45.0,25.0,30.0,30.0,30.0,19.0,26.0,30.0,32.0,33.0,39.0,49.0,38.0,38.0,39.0,45.0,48.0
21.0,35.0,26.0,25.0,37.0,33.0,28.0,29.0,32.0,26.0,31.0,22.0,36.0,26.0,32.0,36.0,39.0,36.0,45.0,48.0,47.0,43.0,48.0,48.0
33.0,25.0,30.0,31.0,22.0,27.0,32.0,30.0,30.0,27.0,29.0,33.0,34.0,37.0,32.0,26.0,32.0,36.0,42.0,38.0,30.0,64.0,44.0,59.0
26.0,33.0,29.0,30.0,25.0,31.0,39.0,33.0,28.0,28.0,37.0,32.0,27.0,30.0,24.0,37.0,34.0,43.0,52.0,39.0,42.0,37.0,45.0,41.0
23.0,33.0,35.0,41.0,25.0,41.0,35.0,30.0,29.0,28.0,21.0,27.0,32.0,38.0,37.0,36.0,39.0,57.0,34.0,41.0,55.0,54.0,60.0,53.0
28.0,29.0,32.0,32.0,35.0,31.0,35.0,33.0,25.0,30.0,34.0,33.0,31.0,24.0,41.0,43.0,37.0,47.0,43.0,56.0,51.0,45.0,52.0,64.0
30.0,36.0,29.0,20.0,27.0,37.0,37.0,37.0,23.0,35.0,33.0,22.0,30.0,36.0,38.0,29.0,46.0,45.0,42.0,33.0,39.0,44.0,45.0,48.0
29.0,43.0,38.0,27.0,29.0,38.0,34.0,29.0,30.0,25.0,25.0,26.0,35.0,31.0,22.0,32.0,41.0,48.0,39.0,38.0,46.0,54.0,58.0,37.0
30.0,31.0,20.0,28.0,37.0,26.0,34.0,25.0,42.0,34.0,32.0,25.0,25.0,34.0,24.0,31.0,37.0,35.0,33.0,33.0,35.0,41.0,53.0,59.0
45.0,25.0,31.0,37.0,30.0,20.0,26.0,23.0,38.0,34.0,37.0,28.0,33.0,27.0,40.0,34.0,38.0,41.0,42.0,37.0,46.0,65.0,45.0,53.0
31.0,22.0,33.0,35.0,36.0,30.0,28.0,31.0,42.0,30.0,28.0,28.0,29.0,40.0,36.0,48.0,31.0,41.0,30.0,45.0,41.0,32.0,57.0,56.0
27.0,40.0,30.0,37.0,26.0,34.0,23.0,28.0,26.0,27.0,30.0,40.0,29.0,34.0,31.0,38.0,40.0,31.0,31.0,35.0,30.0,36.0,38.0,62.0
35.0,29.0,31.0,30.0,39.0,36.0,29.0,29.0,26.0,29.0,28.0,28.0,26.0,40.0,40.0,30.0,31.0,32.0,32.0,41.0,35.0,48.0,43.0,40.0
28.0,36.0,24.0,37.0,35.0,27.0,38.0,25.0,31.0,27.0,30.0,25.0,30.0,41.0,33.0,40.0,48.0,34.0,43.0,46.0,42.0,44.0,57.0,46.0
25.0,34.0,27.0,41.0,33.0,27.0,32.0,34.0,20.0,30.0,33.0,25.0,32.0,30.0,29.0,44.0,34.0,42.0,39.0,44.0,40.0,46.0,50.0,42.0
23.0,25.0,32.0,29.0,33.0,31.0,29.0,29.0,27.0,28.0,26.0,30.0,22.0,26.0,37.0,43.0,44.0,41.0,45.0,51.0,35.0,46.0,44.0,48.0
21.0,33.0,34.0,25.0,33.0,24.0,33.0,34.0,24.0,31.0,28.0,32.0,30.0,36.0,36.0,29.0,30.0,37.0,46.0,49.0,49.0,41.0,51.0,53.0
23.0,23.0,30.0,31.0,28.0,27.0,25.0,31.0,32.0,26.0,25.0,40.0,23.0,35.0,38.0,37.0,47.0,35.0,43.0,37.0,39.0,30.0,51.0,50.0
